"hgnc_symbol"	"uniprotswissprot"	"uniprot_isoform"	"gene_biotype"
"369"	"TXNDC5"	"Q8NBS9"	"Q8NBS9-2"	"protein_coding"
"370"	"TCF4"	"P15884"	"P15884-1"	"protein_coding"
"371"	"TCF4"	"P15884"	"P15884-13"	"protein_coding"
"372"	"RPP40"	"O75818"	"O75818-1"	"protein_coding"
"373"	"RPP40"	"O75818"	"O75818-2"	"protein_coding"
"374"	"NPEPL1"	"Q8NDH3"	"Q8NDH3-4"	"protein_coding"
"375"	"NPEPL1"	"Q8NDH3"	"Q8NDH3-5"	"protein_coding"
"376"	"NPEPL1"	"Q8NDH3"	"Q8NDH3-1"	"protein_coding"
"377"	"ZC3H13"	"Q5T200"	"Q5T200-1"	"protein_coding"
"378"	"ZC3H13"	"Q5T200"	"Q5T200-2"	"protein_coding"
"379"	"UFD1"	"Q92890"	"Q92890-2"	"protein_coding"
"380"	"UFD1"	"Q92890"	"Q92890-3"	"protein_coding"
"381"	"TCF4"	"P15884"	"P15884-6"	"protein_coding"
"382"	"ARHGAP17"	"Q68EM7"	"Q68EM7-1"	"protein_coding"
"383"	"TCF4"	"P15884"	"P15884-2"	"protein_coding"
"384"	"TCF4"	"P15884"	"P15884-10"	"protein_coding"
"385"	"TCF4"	"P15884"	"P15884-14"	"protein_coding"
"386"	"ARHGAP17"	"Q68EM7"	"Q68EM7-2"	"protein_coding"
"387"	"TCF4"	"P15884"	"P15884-9"	"protein_coding"
"388"	"TCF4"	"P15884"	"P15884-11"	"protein_coding"
"389"	"DEK"	"P35659"	"P35659-1"	"protein_coding"
"390"	"TCF4"	"P15884"	"P15884-8"	"protein_coding"
"391"	"TCF4"	"P15884"	"P15884-7"	"protein_coding"
"392"	"TCF4"	"P15884"	"P15884-5"	"protein_coding"
"393"	"DEK"	"P35659"	"P35659-2"	"protein_coding"
"394"	"TCF4"	"P15884"	"P15884-12"	"protein_coding"
"395"	"TCF4"	"P15884"	"P15884-4"	"protein_coding"
"396"	"TCF4"	"P15884"	"P15884-16"	"protein_coding"
"397"	"MYCBP2"	"O75592"	"O75592-1"	"protein_coding"
"398"	"GSDME"	"O60443"	"O60443-1"	"protein_coding"
"399"	"GSDME"	"O60443"	"O60443-3"	"protein_coding"
"400"	"PML"	"P29590"	"P29590-5"	"protein_coding"
"401"	"CREBBP"	"Q92793"	"Q92793-1"	"protein_coding"
"402"	"PML"	"P29590"	"P29590-10"	"protein_coding"
"403"	"CDC45"	"O75419"	"O75419-3"	"protein_coding"
"404"	"CREBBP"	"Q92793"	"Q92793-2"	"protein_coding"
"405"	"PSPC1"	"Q8WXF1"	"Q8WXF1-2"	"protein_coding"
"406"	"PML"	"P29590"	"P29590-8"	"protein_coding"
"407"	"PSPC1"	"Q8WXF1"	"Q8WXF1-1"	"protein_coding"
"408"	"PML"	"P29590"	"P29590-13"	"protein_coding"
"409"	"CDC45"	"O75419"	"O75419-1"	"protein_coding"
"410"	"CDC45"	"O75419"	"O75419-2"	"protein_coding"
"411"	"PML"	"P29590"	"P29590-1"	"protein_coding"
"412"	"PML"	"P29590"	"P29590-11"	"protein_coding"
"413"	"PML"	"P29590"	"P29590-9"	"protein_coding"
"414"	"CENPC"	"Q03188"	"Q03188-1"	"protein_coding"
"415"	"PML"	"P29590"	"P29590-4"	"protein_coding"
"416"	"CENPC"	"Q03188"	"Q03188-2"	"protein_coding"
"417"	"PML"	"P29590"	"P29590-14"	"protein_coding"
"418"	"PML"	"P29590"	"P29590-2"	"protein_coding"
"419"	"PML"	"P29590"	"P29590-12"	"protein_coding"
"420"	"VPS13A"	"Q96RL7"	"Q96RL7-3"	"protein_coding"
"421"	"VPS13A"	"Q96RL7"	"Q96RL7-1"	"protein_coding"
"422"	"NARS1"	"O43776"	"O43776-1"	"protein_coding"
"423"	"VPS13A"	"Q96RL7"	"Q96RL7-4"	"protein_coding"
"424"	"VPS13A"	"Q96RL7"	"Q96RL7-2"	"protein_coding"
"425"	"NARS1"	"O43776"	"O43776-2"	"protein_coding"
"426"	"CCAR1"	"Q8IX12"	"Q8IX12-1"	"protein_coding"
"427"	"CCAR1"	"Q8IX12"	"Q8IX12-2"	"protein_coding"
"428"	"RAD23B"	"P54727"	"P54727-1"	"protein_coding"
"429"	"RAD23B"	"P54727"	"P54727-2"	"protein_coding"
"430"	"CHM"	"P24386"	"P24386-1"	"protein_coding"
"431"	"ZWINT"	"O95229"	"O95229-1"	"protein_coding"
"432"	"CHM"	"P24386"	"P24386-2"	"protein_coding"
"433"	"ZWINT"	"O95229"	"O95229-2"	"protein_coding"
"434"	"GART"	"P22102"	"P22102-1"	"protein_coding"
"435"	"GART"	"P22102"	"P22102-2"	"protein_coding"
"436"	"NUP58"	"Q9BVL2"	"Q9BVL2-2"	"protein_coding"
"437"	"NUP58"	"Q9BVL2"	"Q9BVL2-1"	"protein_coding"
"438"	"NUP58"	"Q9BVL2"	"Q9BVL2-3"	"protein_coding"
"439"	"PALM"	"O75781"	"O75781-2"	"protein_coding"
"440"	"PALM"	"O75781"	"O75781-1"	"protein_coding"
"441"	"DONSON"	"Q9NYP3"	"Q9NYP3-1"	"protein_coding"
"442"	"ANXA11"	"P50995"	"P50995-1"	"protein_coding"
"443"	"ANXA11"	"P50995"	"P50995-2"	"protein_coding"
"444"	"PSMC1"	"P62191"	"P62191-1"	"protein_coding"
"445"	"PSMC1"	"P62191"	"P62191-2"	"protein_coding"
"446"	"NEO1"	"Q92859"	"Q92859-1"	"protein_coding"
"447"	"SHROOM3"	"Q8TF72"	"Q8TF72-1"	"protein_coding"
"448"	"NEO1"	"Q92859"	"Q92859-3"	"protein_coding"
"449"	"NEO1"	"Q92859"	"Q92859-4"	"protein_coding"
"450"	"TXNRD2"	"Q9NNW7"	"Q9NNW7-3"	"protein_coding"
"451"	"TXNRD2"	"Q9NNW7"	"Q9NNW7-1"	"protein_coding"
"452"	"VPS26C"	"O14972"	"O14972-1"	"protein_coding"
"453"	"VPS26C"	"O14972"	"O14972-2"	"protein_coding"
"454"	"KLHL7"	"Q8IXQ5"	"Q8IXQ5-1"	"protein_coding"
"455"	"KLHL7"	"Q8IXQ5"	"Q8IXQ5-3"	"protein_coding"
"456"	"KLHL7"	"Q8IXQ5"	"Q8IXQ5-5"	"protein_coding"
"457"	"KLHL7"	"Q8IXQ5"	"Q8IXQ5-4"	"protein_coding"
"458"	"MGRN1"	"O60291"	"O60291-2"	"protein_coding"
"459"	"MGRN1"	"O60291"	"O60291-1"	"protein_coding"
"460"	"MGRN1"	"O60291"	"O60291-3"	"protein_coding"
"461"	"MGRN1"	"O60291"	"O60291-4"	"protein_coding"
"462"	"CHL1"	"O00533"	"O00533-2"	"protein_coding"
"463"	"CHL1"	"O00533"	"O00533-1"	"protein_coding"
"464"	"CCSER2"	"Q9H7U1"	"Q9H7U1-3"	"protein_coding"
"465"	"CCSER2"	"Q9H7U1"	"Q9H7U1-2"	"protein_coding"
"466"	"CCSER2"	"Q9H7U1"	"Q9H7U1-1"	"protein_coding"
"467"	"CCSER2"	"Q9H7U1"	"Q9H7U1-4"	"protein_coding"
"468"	"KIF13A"	"Q9H1H9"	"Q9H1H9-3"	"protein_coding"
"469"	"KIF13A"	"Q9H1H9"	"Q9H1H9-1"	"protein_coding"
"470"	"KIF13A"	"Q9H1H9"	"Q9H1H9-4"	"protein_coding"
"471"	"KIF13A"	"Q9H1H9"	"Q9H1H9-2"	"protein_coding"
"472"	"KIF13A"	"Q9H1H9"	"Q9H1H9-5"	"protein_coding"
"473"	"MAPK12"	"P53778"	"P53778-1"	"protein_coding"
"474"	"MAPK12"	"P53778"	"P53778-2"	"protein_coding"
"475"	"DNAJA1"	"P31689"	"P31689-1"	"protein_coding"
"476"	"YBX3"	"P16989"	"P16989-2"	"protein_coding"
"477"	"YBX3"	"P16989"	"P16989-1"	"protein_coding"
"478"	"EIF3K"	"Q9UBQ5"	"Q9UBQ5-1"	"protein_coding"
"479"	"EIF3K"	"Q9UBQ5"	"Q9UBQ5-2"	"protein_coding"
"480"	"GOLGA5"	"Q8TBA6"	"Q8TBA6-1"	"protein_coding"
"481"	"IGF2BP3"	"O00425"	"O00425-1"	"protein_coding"
"482"	"SQSTM1"	"Q13501"	"Q13501-1"	"protein_coding"
"483"	"ARFGAP1"	"Q8N6T3"	"Q8N6T3-4"	"protein_coding"
"484"	"IGF2BP3"	"O00425"	"O00425-2"	"protein_coding"
"485"	"ACTN4"	"O43707"	"O43707-1"	"protein_coding"
"486"	"ACTN4"	"O43707"	"O43707-2"	"protein_coding"
"487"	"ARHGEF7"	"Q14155"	"Q14155-3"	"protein_coding"
"488"	"ARHGEF7"	"Q14155"	"Q14155-2"	"protein_coding"
"489"	"ARHGEF7"	"Q14155"	"Q14155-4"	"protein_coding"
"490"	"TNRC6A"	"Q8NDV7"	"Q8NDV7-6"	"protein_coding"
"491"	"TNRC6A"	"Q8NDV7"	"Q8NDV7-1"	"protein_coding"
"492"	"PIK3AP1"	"Q6ZUJ8"	"Q6ZUJ8-1"	"protein_coding"
"493"	"PIK3AP1"	"Q6ZUJ8"	"Q6ZUJ8-2"	"protein_coding"
"494"	"PIK3AP1"	"Q6ZUJ8"	"Q6ZUJ8-3"	"protein_coding"
"495"	"ARFGAP1"	"Q8N6T3"	"Q8N6T3-5"	"protein_coding"
"496"	"RUFY1"	"Q96T51"	"Q96T51-1"	"protein_coding"
"497"	"APBB1IP"	"Q7Z5R6"	"Q7Z5R6-1"	"protein_coding"
"498"	"RUFY1"	"Q96T51"	"Q96T51-2"	"protein_coding"
"499"	"APBB1IP"	"Q7Z5R6"	"Q7Z5R6-2"	"protein_coding"
"500"	"SNX29"	"Q8TEQ0"	"Q8TEQ0-1"	"protein_coding"
"501"	"CXorf38"	"Q8TB03"	"Q8TB03-2"	"protein_coding"
"502"	"CDYL"	"Q9Y232"	"Q9Y232-1"	"protein_coding"
"503"	"ANKFY1"	"Q9P2R3"	"Q9P2R3-1"	"protein_coding"
"504"	"CDYL"	"Q9Y232"	"Q9Y232-2"	"protein_coding"
"505"	"CXorf38"	"Q8TB03"	"Q8TB03-1"	"protein_coding"
"506"	"ANKFY1"	"Q9P2R3"	"Q9P2R3-4"	"protein_coding"
"507"	"ANKFY1"	"Q9P2R3"	"Q9P2R3-2"	"protein_coding"
"508"	"ARHGEF7"	"Q14155"	"Q14155-1"	"protein_coding"
"509"	"CDYL"	"Q9Y232"	"Q9Y232-4"	"protein_coding"
"510"	"ARHGEF7"	"Q14155"	"Q14155-6"	"protein_coding"
"511"	"ARFGAP1"	"Q8N6T3"	"Q8N6T3-1"	"protein_coding"
"512"	"RANBP3"	"Q9H6Z4"	"Q9H6Z4-2"	"protein_coding"
"513"	"ARFGAP1"	"Q8N6T3"	"Q8N6T3-3"	"protein_coding"
"514"	"RANBP3"	"Q9H6Z4"	"Q9H6Z4-1"	"protein_coding"
"515"	"ARFGAP1"	"Q8N6T3"	"Q8N6T3-2"	"protein_coding"
"516"	"HNRNPL"	"P14866"	"P14866-1"	"protein_coding"
"517"	"RANBP3"	"Q9H6Z4"	"Q9H6Z4-3"	"protein_coding"
"518"	"HNRNPL"	"P14866"	"P14866-2"	"protein_coding"
"519"	"CANX"	"P27824"	"P27824-1"	"protein_coding"
"520"	"PDP1"	"Q9P0J1"	"Q9P0J1-1"	"protein_coding"
"521"	"THOC2"	"Q8NI27"	"Q8NI27-1"	"protein_coding"
"522"	"PDP1"	"Q9P0J1"	"Q9P0J1-2"	"protein_coding"
"523"	"THOC2"	"Q8NI27"	"Q8NI27-2"	"protein_coding"
"524"	"POLR3E"	"Q9NVU0"	"Q9NVU0-1"	"protein_coding"
"525"	"POLR3E"	"Q9NVU0"	"Q9NVU0-4"	"protein_coding"
"526"	"POLR3E"	"Q9NVU0"	"Q9NVU0-5"	"protein_coding"
"527"	"POLR3E"	"Q9NVU0"	"Q9NVU0-2"	"protein_coding"
"528"	"ZNF318"	"Q5VUA4"	"Q5VUA4-2"	"protein_coding"
"529"	"ZNF318"	"Q5VUA4"	"Q5VUA4-1"	"protein_coding"
"530"	"SMC2"	"O95347"	"O95347-1"	"protein_coding"
"531"	"SIRT2"	"Q8IXJ6"	"Q8IXJ6-2"	"protein_coding"
"532"	"SIRT2"	"Q8IXJ6"	"Q8IXJ6-1"	"protein_coding"
"533"	"PSMA4"	"P25789"	"P25789-1"	"protein_coding"
"534"	"NFKBIB"	"Q15653"	"Q15653-2"	"protein_coding"
"535"	"NFKBIB"	"Q15653"	"Q15653-1"	"protein_coding"
"536"	"PSMA4"	"P25789"	"P25789-2"	"protein_coding"
"537"	"BANK1"	"Q8NDB2"	"Q8NDB2-2"	"protein_coding"
"538"	"BANK1"	"Q8NDB2"	"Q8NDB2-1"	"protein_coding"
"539"	"BANK1"	"Q8NDB2"	"Q8NDB2-4"	"protein_coding"
"540"	"BANK1"	"Q8NDB2"	"Q8NDB2-3"	"protein_coding"
"541"	"LSP1"	"P33241"	"P33241-1"	"protein_coding"
"542"	"CREB5"	"Q02930"	"Q02930-3"	"protein_coding"
"543"	"CREB5"	"Q02930"	"Q02930-1"	"protein_coding"
"544"	"CREB5"	"Q02930"	"Q02930-2"	"protein_coding"
"545"	"LSP1"	"P33241"	"P33241-3"	"protein_coding"
"546"	"LSP1"	"P33241"	"P33241-2"	"protein_coding"
"547"	"SARS2"	"Q9NP81"	"Q9NP81-1"	"protein_coding"
"548"	"CREB5"	"Q02930"	"Q02930-4"	"protein_coding"
"549"	"NSMAF"	"Q92636"	"Q92636-1"	"protein_coding"
"550"	"SAFB"	"Q15424"	"Q15424-1"	"protein_coding"
"551"	"SARS2"	"Q9NP81"	"Q9NP81-2"	"protein_coding"
"552"	"SAFB"	"Q15424"	"Q15424-4"	"protein_coding"
"553"	"NSMAF"	"Q92636"	"Q92636-2"	"protein_coding"
"554"	"SAFB"	"Q15424"	"Q15424-2"	"protein_coding"
"555"	"SAFB"	"Q15424"	"Q15424-3"	"protein_coding"
"556"	"SETD3"	"Q86TU7"	"Q86TU7-1"	"protein_coding"
"557"	"WDR44"	"Q5JSH3"	"Q5JSH3-1"	"protein_coding"
"558"	"WDR44"	"Q5JSH3"	"Q5JSH3-2"	"protein_coding"
"559"	"WDR44"	"Q5JSH3"	"Q5JSH3-4"	"protein_coding"
"560"	"SETD3"	"Q86TU7"	"Q86TU7-2"	"protein_coding"
"561"	"RNMT"	"O43148"	"O43148-1"	"protein_coding"
"562"	"RNMT"	"O43148"	"O43148-2"	"protein_coding"
"563"	"INSR"	"P06213"	"P06213-2"	"protein_coding"
"564"	"INSR"	"P06213"	"P06213-1"	"protein_coding"
"565"	"SYK"	"P43405"	"P43405-1"	"protein_coding"
"566"	"SYK"	"P43405"	"P43405-2"	"protein_coding"
"567"	"MYL9"	"P24844"	"P24844-2"	"protein_coding"
"568"	"MYL9"	"P24844"	"P24844-1"	"protein_coding"
"569"	"NCBP3"	"Q53F19"	"Q53F19-1"	"protein_coding"
"570"	"UBOX5"	"O94941"	"O94941-1"	"protein_coding"
"571"	"UBOX5"	"O94941"	"O94941-2"	"protein_coding"
"572"	"DDRGK1"	"Q96HY6"	"Q96HY6-1"	"protein_coding"
"573"	"ITPA"	"Q9BY32"	"Q9BY32-1"	"protein_coding"
"574"	"ITPA"	"Q9BY32"	"Q9BY32-2"	"protein_coding"
"575"	"ITPA"	"Q9BY32"	"Q9BY32-3"	"protein_coding"
"576"	"TDP1"	"Q9NUW8"	"Q9NUW8-1"	"protein_coding"
"577"	"PPP4R1"	"Q8TF05"	"Q8TF05-1"	"protein_coding"
"578"	"PPP4R1"	"Q8TF05"	"Q8TF05-2"	"protein_coding"
"579"	"YWHAZ"	"P63104"	"P63104-1"	"protein_coding"
"580"	"COPS4"	"Q9BT78"	"Q9BT78-2"	"protein_coding"
"581"	"YWHAZ"	"P63104"	"P63104-2"	"protein_coding"
"582"	"COPS4"	"Q9BT78"	"Q9BT78-1"	"protein_coding"
"583"	"BCAT1"	"P54687"	"P54687-1"	"protein_coding"
"584"	"BCAT1"	"P54687"	"P54687-4"	"protein_coding"
"585"	"BCAT1"	"P54687"	"P54687-2"	"protein_coding"
"586"	"BCAT1"	"P54687"	"P54687-5"	"protein_coding"
"587"	"EXOC6"	"Q8TAG9"	"Q8TAG9-2"	"protein_coding"
"588"	"BCAT1"	"P54687"	"P54687-3"	"protein_coding"
"589"	"EXOC6"	"Q8TAG9"	"Q8TAG9-1"	"protein_coding"
"590"	"VAV1"	"P15498"	"P15498-1"	"protein_coding"
"591"	"VAV1"	"P15498"	"P15498-2"	"protein_coding"
"592"	"ISCA1"	"Q9BUE6"	"Q9BUE6-1"	"protein_coding"
"593"	"ZYX"	"Q15942"	"Q15942-1"	"protein_coding"
"594"	"ZYX"	"Q15942"	"Q15942-2"	"protein_coding"
"595"	"NUP93"	"Q8N1F7"	"Q8N1F7-1"	"protein_coding"
"596"	"TPX2"	"Q9ULW0"	"Q9ULW0-2"	"protein_coding"
"597"	"TPX2"	"Q9ULW0"	"Q9ULW0-1"	"protein_coding"
"598"	"HSPH1"	"Q92598"	"Q92598-1"	"protein_coding"
"599"	"HSPH1"	"Q92598"	"Q92598-4"	"protein_coding"
"600"	"HSPH1"	"Q92598"	"Q92598-2"	"protein_coding"
"601"	"NUP93"	"Q8N1F7"	"Q8N1F7-2"	"protein_coding"
"602"	"ZDHHC20"	"Q5W0Z9"	"Q5W0Z9-1"	"protein_coding"
"603"	"ZDHHC20"	"Q5W0Z9"	"Q5W0Z9-3"	"protein_coding"
"604"	"ZDHHC20"	"Q5W0Z9"	"Q5W0Z9-4"	"protein_coding"
"605"	"CD109"	"Q6YHK3"	"Q6YHK3-1"	"protein_coding"
"606"	"CD109"	"Q6YHK3"	"Q6YHK3-2"	"protein_coding"
"607"	"CD109"	"Q6YHK3"	"Q6YHK3-4"	"protein_coding"
"608"	"DNTT"	"P04053"	"P04053-1"	"protein_coding"
"609"	"DNTT"	"P04053"	"P04053-2"	"protein_coding"
"610"	"CPD"	"O75976"	"O75976-1"	"protein_coding"
"611"	"CPD"	"O75976"	"O75976-2"	"protein_coding"
"612"	"GSTCD"	"Q8NEC7"	"Q8NEC7-3"	"protein_coding"
"613"	"GSTCD"	"Q8NEC7"	"Q8NEC7-1"	"protein_coding"
"614"	"GSTO1"	"P78417"	"P78417-1"	"protein_coding"
"615"	"GSTO1"	"P78417"	"P78417-3"	"protein_coding"
"616"	"GSTO1"	"P78417"	"P78417-2"	"protein_coding"
"617"	"PPA2"	"Q9H2U2"	"Q9H2U2-1"	"protein_coding"
"618"	"PPA2"	"Q9H2U2"	"Q9H2U2-3"	"protein_coding"
"619"	"MAPKAP1"	"Q9BPZ7"	"Q9BPZ7-3"	"protein_coding"
"620"	"TRAPPC8"	"Q9Y2L5"	"Q9Y2L5-1"	"protein_coding"
"621"	"MAPKAP1"	"Q9BPZ7"	"Q9BPZ7-1"	"protein_coding"
"622"	"MAPKAP1"	"Q9BPZ7"	"Q9BPZ7-2"	"protein_coding"
"623"	"PPA2"	"Q9H2U2"	"Q9H2U2-4"	"protein_coding"
"624"	"PPA2"	"Q9H2U2"	"Q9H2U2-6"	"protein_coding"
"625"	"NXN"	"Q6DKJ4"	"Q6DKJ4-3"	"protein_coding"
"626"	"NXN"	"Q6DKJ4"	"Q6DKJ4-1"	"protein_coding"
"627"	"MAPKAP1"	"Q9BPZ7"	"Q9BPZ7-4"	"protein_coding"
"628"	"MAPKAP1"	"Q9BPZ7"	"Q9BPZ7-5"	"protein_coding"
"629"	"PDCL"	"Q13371"	"Q13371-1"	"protein_coding"
"630"	"HSDL2"	"Q6YN16"	"Q6YN16-1"	"protein_coding"
"631"	"HSDL2"	"Q6YN16"	"Q6YN16-2"	"protein_coding"
"632"	"CCT6A"	"P40227"	"P40227-1"	"protein_coding"
"633"	"CCT6A"	"P40227"	"P40227-2"	"protein_coding"
"634"	"UBA6"	"A0AVT1"	"A0AVT1-1"	"protein_coding"
"635"	"PDCD6IP"	"Q8WUM4"	"Q8WUM4-1"	"protein_coding"
"636"	"UBA6"	"A0AVT1"	"A0AVT1-3"	"protein_coding"
"637"	"GALK2"	"Q01415"	"Q01415-2"	"protein_coding"
"638"	"PDCD6IP"	"Q8WUM4"	"Q8WUM4-2"	"protein_coding"
"639"	"GALK2"	"Q01415"	"Q01415-1"	"protein_coding"
"640"	"MAP7D3"	"Q8IWC1"	"Q8IWC1-3"	"protein_coding"
"641"	"MAP7D3"	"Q8IWC1"	"Q8IWC1-1"	"protein_coding"
"642"	"MAP7D3"	"Q8IWC1"	"Q8IWC1-4"	"protein_coding"
"643"	"RRP12"	"Q5JTH9"	"Q5JTH9-1"	"protein_coding"
"644"	"RRP12"	"Q5JTH9"	"Q5JTH9-2"	"protein_coding"
"645"	"PDE4A"	"P27815"	"P27815-7"	"protein_coding"
"646"	"RRP12"	"Q5JTH9"	"Q5JTH9-3"	"protein_coding"
"647"	"PDE4A"	"P27815"	"P27815-1"	"protein_coding"
"648"	"PDE4A"	"P27815"	"P27815-2"	"protein_coding"
"649"	"PDE4A"	"P27815"	"P27815-6"	"protein_coding"
"650"	"PDE4A"	"P27815"	"P27815-4"	"protein_coding"
"651"	"SON"	"P18583"	"P18583-1"	"protein_coding"
"652"	"RMDN3"	"Q96TC7"	"Q96TC7-1"	"protein_coding"
"653"	"CAMSAP1"	"Q5T5Y3"	"Q5T5Y3-1"	"protein_coding"
"654"	"CAMSAP1"	"Q5T5Y3"	"Q5T5Y3-2"	"protein_coding"
"655"	"CAMSAP1"	"Q5T5Y3"	"Q5T5Y3-3"	"protein_coding"
"656"	"SON"	"P18583"	"P18583-3"	"protein_coding"
"657"	"SON"	"P18583"	"P18583-4"	"protein_coding"
"658"	"SON"	"P18583"	"P18583-6"	"protein_coding"
"659"	"VBP1"	"P61758"	"P61758-2"	"protein_coding"
"660"	"VBP1"	"P61758"	"P61758-1"	"protein_coding"
"661"	"DYNC1LI2"	"O43237"	"O43237-1"	"protein_coding"
"662"	"KTN1"	"Q86UP2"	"Q86UP2-2"	"protein_coding"
"663"	"DYNC1LI2"	"O43237"	"O43237-2"	"protein_coding"
"664"	"DDX39A"	"O00148"	"O00148-2"	"protein_coding"
"665"	"KTN1"	"Q86UP2"	"Q86UP2-1"	"protein_coding"
"666"	"KTN1"	"Q86UP2"	"Q86UP2-3"	"protein_coding"
"667"	"DDX39A"	"O00148"	"O00148-3"	"protein_coding"
"668"	"DDX39A"	"O00148"	"O00148-1"	"protein_coding"
"669"	"FDFT1"	"P37268"	"P37268-1"	"protein_coding"
"670"	"CRACR2A"	"Q9BSW2"	"Q9BSW2-2"	"protein_coding"
"671"	"CRACR2A"	"Q9BSW2"	"Q9BSW2-1"	"protein_coding"
"672"	"UQCRB"	"P14927"	"P14927-1"	"protein_coding"
"673"	"UQCRB"	"P14927"	"P14927-2"	"protein_coding"
"674"	"AP2B1"	"P63010"	"P63010-1"	"protein_coding"
"675"	"MTMR9"	"Q96QG7"	"Q96QG7-1"	"protein_coding"
"676"	"CARS1"	"P49589"	"P49589-3"	"protein_coding"
"677"	"ADGRE5"	"P48960"	"P48960-2"	"protein_coding"
"678"	"ADGRE5"	"P48960"	"P48960-3"	"protein_coding"
"679"	"ADGRE5"	"P48960"	"P48960-1"	"protein_coding"
"680"	"AP2B1"	"P63010"	"P63010-2"	"protein_coding"
"681"	"CARS1"	"P49589"	"P49589-1"	"protein_coding"
"682"	"CARS1"	"P49589"	"P49589-2"	"protein_coding"
"683"	"NCOA7"	"Q8NI08"	"Q8NI08-1"	"protein_coding"
"684"	"NCOA7"	"Q8NI08"	"Q8NI08-7"	"protein_coding"
"685"	"NCOA7"	"Q8NI08"	"Q8NI08-5"	"protein_coding"
"686"	"GNAI2"	"P04899"	"P04899-5"	"protein_coding"
"687"	"GRB10"	"Q13322"	"Q13322-3"	"protein_coding"
"688"	"SF3A1"	"Q15459"	"Q15459-1"	"protein_coding"
"689"	"GRB10"	"Q13322"	"Q13322-1"	"protein_coding"
"690"	"GNAI2"	"P04899"	"P04899-1"	"protein_coding"
"691"	"GNAI2"	"P04899"	"P04899-6"	"protein_coding"
"692"	"GRB10"	"Q13322"	"Q13322-2"	"protein_coding"
"693"	"GNAI2"	"P04899"	"P04899-3"	"protein_coding"
"694"	"NAP1L4"	"Q99733"	"Q99733-1"	"protein_coding"
"695"	"NAP1L4"	"Q99733"	"Q99733-2"	"protein_coding"
"696"	"STRAP"	"Q9Y3F4"	"Q9Y3F4-2"	"protein_coding"
"697"	"STRAP"	"Q9Y3F4"	"Q9Y3F4-1"	"protein_coding"
"698"	"LIG3"	"P49916"	"P49916-1"	"protein_coding"
"699"	"LIG3"	"P49916"	"P49916-2"	"protein_coding"
"700"	"STX7"	"O15400"	"O15400-1"	"protein_coding"
"701"	"STX7"	"O15400"	"O15400-2"	"protein_coding"
"702"	"CDS2"	"O95674"	"O95674-2"	"protein_coding"
"703"	"CDS2"	"O95674"	"O95674-1"	"protein_coding"
"704"	"COMMD9"	"Q9P000"	"Q9P000-1"	"protein_coding"
"705"	"COMMD9"	"Q9P000"	"Q9P000-2"	"protein_coding"
"706"	"PEX14"	"O75381"	"O75381-1"	"protein_coding"
"707"	"ALOX5"	"P09917"	"P09917-1"	"protein_coding"
"708"	"ALOX5"	"P09917"	"P09917-2"	"protein_coding"
"709"	"EHMT1"	"Q9H9B1"	"Q9H9B1-1"	"protein_coding"
"710"	"EHMT1"	"Q9H9B1"	"Q9H9B1-4"	"protein_coding"
"711"	"RBM23"	"Q86U06"	"Q86U06-1"	"protein_coding"
"712"	"EHMT1"	"Q9H9B1"	"Q9H9B1-2"	"protein_coding"
"713"	"SNX5"	"Q9Y5X3"	"Q9Y5X3-1"	"protein_coding"
"714"	"SLAIN1"	"Q8ND83"	"Q8ND83-1"	"protein_coding"
"715"	"SLAIN1"	"Q8ND83"	"Q8ND83-4"	"protein_coding"
"716"	"SNX5"	"Q9Y5X3"	"Q9Y5X3-2"	"protein_coding"
"717"	"SLAIN1"	"Q8ND83"	"Q8ND83-3"	"protein_coding"
"718"	"RBM23"	"Q86U06"	"Q86U06-2"	"protein_coding"
"719"	"RBM23"	"Q86U06"	"Q86U06-4"	"protein_coding"
"720"	"SLAIN1"	"Q8ND83"	"Q8ND83-2"	"protein_coding"
"721"	"RAB5A"	"P20339"	"P20339-1"	"protein_coding"
"722"	"ASRGL1"	"Q7L266"	"Q7L266-1"	"protein_coding"
"723"	"RAB5A"	"P20339"	"P20339-2"	"protein_coding"
"724"	"SENP6"	"Q9GZR1"	"Q9GZR1-2"	"protein_coding"
"725"	"SENP6"	"Q9GZR1"	"Q9GZR1-1"	"protein_coding"
"726"	"SETX"	"Q7Z333"	"Q7Z333-1"	"protein_coding"
"727"	"APP"	"P05067"	"P05067-10"	"protein_coding"
"728"	"APP"	"P05067"	"P05067-4"	"protein_coding"
"729"	"COQ9"	"O75208"	"O75208-1"	"protein_coding"
"730"	"SMC6"	"Q96SB8"	"Q96SB8-1"	"protein_coding"
"731"	"APP"	"P05067"	"P05067-1"	"protein_coding"
"732"	"APP"	"P05067"	"P05067-8"	"protein_coding"
"733"	"ZMYM3"	"Q14202"	"Q14202-1"	"protein_coding"
"734"	"APP"	"P05067"	"P05067-11"	"protein_coding"
"735"	"ZMYM3"	"Q14202"	"Q14202-2"	"protein_coding"
"736"	"APP"	"P05067"	"P05067-9"	"protein_coding"
"737"	"ZMYM3"	"Q14202"	"Q14202-3"	"protein_coding"
"738"	"UBR5"	"O95071"	"O95071-1"	"protein_coding"
"739"	"UBR5"	"O95071"	"O95071-2"	"protein_coding"
"740"	"ASAP2"	"O43150"	"O43150-1"	"protein_coding"
"741"	"ASAP2"	"O43150"	"O43150-2"	"protein_coding"
