"hgnc_symbol"	"uniprotswissprot"	"uniprot_isoform"	"gene_biotype"
"9718"	"LRRC1"	"Q9BTT6"	"Q9BTT6-1"	"protein_coding"
"9719"	"LARP4"	"Q71RC2"	"Q71RC2-4"	"protein_coding"
"9720"	"LARP4"	"Q71RC2"	"Q71RC2-1"	"protein_coding"
"9721"	"LARP4"	"Q71RC2"	"Q71RC2-7"	"protein_coding"
"9722"	"LARP4"	"Q71RC2"	"Q71RC2-3"	"protein_coding"
"9723"	"LARP4"	"Q71RC2"	"Q71RC2-5"	"protein_coding"
"9724"	"LARP4"	"Q71RC2"	"Q71RC2-6"	"protein_coding"
"9725"	"FYCO1"	"Q9BQS8"	"Q9BQS8-1"	"protein_coding"
"9726"	"FAIM"	"Q9NVQ4"	"Q9NVQ4-2"	"protein_coding"
"9727"	"FAIM"	"Q9NVQ4"	"Q9NVQ4-3"	"protein_coding"
"9728"	"FAIM"	"Q9NVQ4"	"Q9NVQ4-1"	"protein_coding"
"9729"	"LIMS2"	"Q7Z4I7"	"Q7Z4I7-4"	"protein_coding"
"9730"	"LIMS2"	"Q7Z4I7"	"Q7Z4I7-2"	"protein_coding"
"9731"	"LIMS2"	"Q7Z4I7"	"Q7Z4I7-1"	"protein_coding"
"9732"	"LIMS2"	"Q7Z4I7"	"Q7Z4I7-3"	"protein_coding"
"9733"	"LIMS2"	"Q7Z4I7"	"Q7Z4I7-5"	"protein_coding"
"9734"	"NCDN"	"Q9UBB6"	"Q9UBB6-2"	"protein_coding"
"9735"	"NCDN"	"Q9UBB6"	"Q9UBB6-1"	"protein_coding"
"9736"	"CD79B"	"P40259"	"P40259-1"	"protein_coding"
"9737"	"CD79B"	"P40259"	"P40259-3"	"protein_coding"
"9738"	"CD79B"	"P40259"	"P40259-2"	"protein_coding"
"9739"	"ALB"	"P02768"	"P02768-1"	"protein_coding"
"9740"	"SH3BP2"	"P78314"	"P78314-1"	"protein_coding"
"9741"	"SH3BP2"	"P78314"	"P78314-2"	"protein_coding"
"9742"	"SH3BP2"	"P78314"	"P78314-3"	"protein_coding"
"9743"	"SH3BP2"	"P78314"	"P78314-4"	"protein_coding"
"9744"	"ZNF302"	"Q9NR11"	"Q9NR11-2"	"protein_coding"
"9745"	"CYTH3"	"O43739"	"O43739-2"	"protein_coding"
"9746"	"TMEM131L"	"A2VDJ0"	"A2VDJ0-1"	"protein_coding"
"9747"	"NFASC"	"O94856"	"O94856-9"	"protein_coding"
"9748"	"NFASC"	"O94856"	"O94856-2"	"protein_coding"
"9749"	"TMEM131L"	"A2VDJ0"	"A2VDJ0-5"	"protein_coding"
"9750"	"NFASC"	"O94856"	"O94856-3"	"protein_coding"
"9751"	"NFASC"	"O94856"	"O94856-8"	"protein_coding"
"9752"	"NFASC"	"O94856"	"O94856-10"	"protein_coding"
"9753"	"NFASC"	"O94856"	"O94856-11"	"protein_coding"
"9754"	"KIDINS220"	"Q9ULH0"	"Q9ULH0-1"	"protein_coding"
"9755"	"KIDINS220"	"Q9ULH0"	"Q9ULH0-2"	"protein_coding"
"9756"	"KIDINS220"	"Q9ULH0"	"Q9ULH0-4"	"protein_coding"
"9757"	"KIDINS220"	"Q9ULH0"	"Q9ULH0-3"	"protein_coding"
"9758"	"CDC23"	"Q9UJX2"	"Q9UJX2-1"	"protein_coding"
"9759"	"CDC23"	"Q9UJX2"	"Q9UJX2-2"	"protein_coding"
"9760"	"SESN1"	"Q9Y6P5"	"Q9Y6P5-2"	"protein_coding"
"9761"	"SESN1"	"Q9Y6P5"	"Q9Y6P5-3"	"protein_coding"
"9762"	"SESN1"	"Q9Y6P5"	"Q9Y6P5-1"	"protein_coding"
"9763"	"GAB2"	"Q9UQC2"	"Q9UQC2-1"	"protein_coding"
"9764"	"GAB2"	"Q9UQC2"	"Q9UQC2-2"	"protein_coding"
"9765"	"NR2C2"	"P49116"	"P49116-1"	"protein_coding"
"9766"	"NR2C2"	"P49116"	"P49116-2"	"protein_coding"
"9767"	"RPTOR"	"Q8N122"	"Q8N122-1"	"protein_coding"
"9768"	"RPTOR"	"Q8N122"	"Q8N122-2"	"protein_coding"
"9769"	"RPTOR"	"Q8N122"	"Q8N122-3"	"protein_coding"
"9770"	"CDC25C"	"P30307"	"P30307-1"	"protein_coding"
"9771"	"CDC25C"	"P30307"	"P30307-4"	"protein_coding"
"9772"	"CDC25C"	"P30307"	"P30307-2"	"protein_coding"
"9773"	"BLOC1S1"	"P78537"	"P78537-1"	"protein_coding"
"9774"	"NUP210"	"Q8TEM1"	"Q8TEM1-1"	"protein_coding"
"9775"	"CEP44"	"Q9C0F1"	"Q9C0F1-2"	"protein_coding"
"9776"	"CEP44"	"Q9C0F1"	"Q9C0F1-1"	"protein_coding"
"9777"	"FIGNL1"	"Q6PIW4"	"Q6PIW4-1"	"protein_coding"
"9778"	"TRNAU1AP"	"Q9NX07"	"Q9NX07-1"	"protein_coding"
"9779"	"FBXW11"	"Q9UKB1"	"Q9UKB1-3"	"protein_coding"
"9780"	"FBXW11"	"Q9UKB1"	"Q9UKB1-1"	"protein_coding"
"9781"	"FBXW11"	"Q9UKB1"	"Q9UKB1-2"	"protein_coding"
"9782"	"CDK18"	"Q07002"	"Q07002-3"	"protein_coding"
"9783"	"CDK18"	"Q07002"	"Q07002-2"	"protein_coding"
"9784"	"RHOF"	"Q9HBH0"	"Q9HBH0-1"	"protein_coding"
"9785"	"RHOF"	"Q9HBH0"	"Q9HBH0-2"	"protein_coding"
"9786"	"MYH14"	"Q7Z406"	"Q7Z406-6"	"protein_coding"
"9787"	"MYH14"	"Q7Z406"	"Q7Z406-2"	"protein_coding"
"9788"	"MYH14"	"Q7Z406"	"Q7Z406-1"	"protein_coding"
"9789"	"GIMAP6"	"Q6P9H5"	"Q6P9H5-1"	"protein_coding"
"9790"	"GIMAP6"	"Q6P9H5"	"Q6P9H5-3"	"protein_coding"
"9791"	"SENP5"	"Q96HI0"	"Q96HI0-2"	"protein_coding"
"9792"	"SENP5"	"Q96HI0"	"Q96HI0-1"	"protein_coding"
"9793"	"RPLP0"	"P05388"	"P05388-1"	"protein_coding"
"9794"	"RPLP0"	"P05388"	"P05388-2"	"protein_coding"
"9795"	"MOGS"	"Q13724"	"Q13724-1"	"protein_coding"
"9796"	"MOGS"	"Q13724"	"Q13724-2"	"protein_coding"
"9797"	"DGKZ"	"Q13574"	"Q13574-3"	"protein_coding"
"9798"	"DGKZ"	"Q13574"	"Q13574-7"	"protein_coding"
"9799"	"DGKZ"	"Q13574"	"Q13574-5"	"protein_coding"
"9800"	"DGKZ"	"Q13574"	"Q13574-2"	"protein_coding"
"9801"	"DGKZ"	"Q13574"	"Q13574-4"	"protein_coding"
"9802"	"DGKZ"	"Q13574"	"Q13574-6"	"protein_coding"
"9803"	"DGKZ"	"Q13574"	"Q13574-1"	"protein_coding"
"9804"	"PXN"	"P49023"	"P49023-3"	"protein_coding"
"9805"	"SUMO1"	"P63165"	"P63165-1"	"protein_coding"
"9806"	"PXN"	"P49023"	"P49023-4"	"protein_coding"
"9807"	"ZBTB8OS"	"Q8IWT0"	"Q8IWT0-1"	"protein_coding"
"9808"	"SUMO1"	"P63165"	"P63165-2"	"protein_coding"
"9809"	"PXN"	"P49023"	"P49023-1"	"protein_coding"
"9810"	"PXN"	"P49023"	"P49023-2"	"protein_coding"
"9811"	"ZBTB8OS"	"Q8IWT0"	"Q8IWT0-2"	"protein_coding"
"9812"	"RAD17"	"O75943"	"O75943-2"	"protein_coding"
"9813"	"RAD17"	"O75943"	"O75943-1"	"protein_coding"
"9814"	"RAD17"	"O75943"	"O75943-3"	"protein_coding"
"9815"	"RAD17"	"O75943"	"O75943-4"	"protein_coding"
"9816"	"BMPR2"	"Q13873"	"Q13873-1"	"protein_coding"
"9817"	"BMPR2"	"Q13873"	"Q13873-2"	"protein_coding"
"9818"	"SPTA1"	"P02549"	"P02549-1"	"protein_coding"
"9819"	"CLPB"	"Q9H078"	"Q9H078-1"	"protein_coding"
"9820"	"FAM117B"	"Q6P1L5"	"Q6P1L5-1"	"protein_coding"
"9821"	"CLPB"	"Q9H078"	"Q9H078-2"	"protein_coding"
"9822"	"CLPB"	"Q9H078"	"Q9H078-3"	"protein_coding"
"9823"	"MAP4K3"	"Q8IVH8"	"Q8IVH8-1"	"protein_coding"
"9824"	"MAP4K3"	"Q8IVH8"	"Q8IVH8-3"	"protein_coding"
"9825"	"SSU72"	"Q9NP77"	"Q9NP77-1"	"protein_coding"
"9826"	"SSU72"	"Q9NP77"	"Q9NP77-2"	"protein_coding"
"9827"	"IMMT"	"Q16891"	"Q16891-2"	"protein_coding"
"9828"	"IMMT"	"Q16891"	"Q16891-1"	"protein_coding"
"9829"	"IMMT"	"Q16891"	"Q16891-4"	"protein_coding"
"9830"	"DCP2"	"Q8IU60"	"Q8IU60-2"	"protein_coding"
"9831"	"DCP2"	"Q8IU60"	"Q8IU60-1"	"protein_coding"
"9832"	"ZNF608"	"Q9ULD9"	"Q9ULD9-1"	"protein_coding"
"9833"	"ZNF608"	"Q9ULD9"	"Q9ULD9-2"	"protein_coding"
"9834"	"MIB2"	"Q96AX9"	"Q96AX9-1"	"protein_coding"
"9835"	"MIB2"	"Q96AX9"	"Q96AX9-4"	"protein_coding"
"9836"	"MIB2"	"Q96AX9"	"Q96AX9-3"	"protein_coding"
"9837"	"MIB2"	"Q96AX9"	"Q96AX9-10"	"protein_coding"
"9838"	"MIB2"	"Q96AX9"	"Q96AX9-6"	"protein_coding"
"9839"	"SNTB2"	"Q13425"	"Q13425-2"	"protein_coding"
"9840"	"SNTB2"	"Q13425"	"Q13425-1"	"protein_coding"
"9841"	"ATF2"	"P15336"	"P15336-1"	"protein_coding"
"9842"	"PMS2"	"P54278"	"P54278-1"	"protein_coding"
"9843"	"ATF2"	"P15336"	"P15336-4"	"protein_coding"
"9844"	"ATF2"	"P15336"	"P15336-8"	"protein_coding"
"9845"	"ATF2"	"P15336"	"P15336-3"	"protein_coding"
"9846"	"ATF2"	"P15336"	"P15336-5"	"protein_coding"
"9847"	"PMS2"	"P54278"	"P54278-3"	"protein_coding"
"9848"	"PMS2"	"P54278"	"P54278-4"	"protein_coding"
"9849"	"PMS2"	"P54278"	"P54278-2"	"protein_coding"
"9850"	"NIF3L1"	"Q9GZT8"	"Q9GZT8-1"	"protein_coding"
"9851"	"NIF3L1"	"Q9GZT8"	"Q9GZT8-2"	"protein_coding"
"9852"	"NIF3L1"	"Q9GZT8"	"Q9GZT8-3"	"protein_coding"
"9853"	"MYB"	"P10242"	"P10242-4"	"protein_coding"
"9854"	"MYB"	"P10242"	"P10242-2"	"protein_coding"
"9855"	"CYP20A1"	"Q6UW02"	"Q6UW02-1"	"protein_coding"
"9856"	"PPFIA3"	"O75145"	"O75145-1"	"protein_coding"
"9857"	"PPFIA3"	"O75145"	"O75145-2"	"protein_coding"
"9858"	"THAP4"	"Q8WY91"	"Q8WY91-2"	"protein_coding"
"9859"	"THAP4"	"Q8WY91"	"Q8WY91-1"	"protein_coding"
"9860"	"R3HDM2"	"Q9Y2K5"	"Q9Y2K5-1"	"protein_coding"
"9861"	"R3HDM2"	"Q9Y2K5"	"Q9Y2K5-3"	"protein_coding"
"9862"	"SGIP1"	"Q9BQI5"	"Q9BQI5-3"	"protein_coding"
"9863"	"SGIP1"	"Q9BQI5"	"Q9BQI5-4"	"protein_coding"
"9864"	"SGIP1"	"Q9BQI5"	"Q9BQI5-5"	"protein_coding"
"9865"	"SGIP1"	"Q9BQI5"	"Q9BQI5-1"	"protein_coding"
"9866"	"ERCC8"	"Q13216"	"Q13216-1"	"protein_coding"
"9867"	"PRKAG2"	"Q9UGJ0"	"Q9UGJ0-2"	"protein_coding"
"9868"	"ERCC8"	"Q13216"	"Q13216-2"	"protein_coding"
"9869"	"MYB"	"P10242"	"P10242-6"	"protein_coding"
"9870"	"PRKAG2"	"Q9UGJ0"	"Q9UGJ0-1"	"protein_coding"
"9871"	"RNF34"	"Q969K3"	"Q969K3-1"	"protein_coding"
"9872"	"RNF34"	"Q969K3"	"Q969K3-2"	"protein_coding"
"9873"	"PRKAG2"	"Q9UGJ0"	"Q9UGJ0-3"	"protein_coding"
"9874"	"MYB"	"P10242"	"P10242-3"	"protein_coding"
"9875"	"MYB"	"P10242"	"P10242-5"	"protein_coding"
"9876"	"FPGT"	"O14772"	"O14772-3"	"protein_coding"
"9877"	"FPGT"	"O14772"	"O14772-2"	"protein_coding"
"9878"	"MYB"	"P10242"	"P10242-1"	"protein_coding"
"9879"	"MYB"	"P10242"	"P10242-11"	"protein_coding"
"9880"	"XIRP1"	"Q702N8"	"Q702N8-2"	"protein_coding"
"9881"	"XIRP1"	"Q702N8"	"Q702N8-1"	"protein_coding"
"9882"	"XIRP1"	"Q702N8"	"Q702N8-3"	"protein_coding"
"9883"	"ZNF124"	"Q15973"	"Q15973-5"	"protein_coding"
"9884"	"ZNF124"	"Q15973"	"Q15973-4"	"protein_coding"
"9885"	"ZNF124"	"Q15973"	"Q15973-3"	"protein_coding"
"9886"	"MYB"	"P10242"	"P10242-7"	"protein_coding"
"9887"	"MYB"	"P10242"	"P10242-9"	"protein_coding"
"9888"	"MYB"	"P10242"	"P10242-10"	"protein_coding"
"9889"	"MYB"	"P10242"	"P10242-8"	"protein_coding"
"9890"	"ZC3HC1"	"Q86WB0"	"Q86WB0-1"	"protein_coding"
"9891"	"ZC3HC1"	"Q86WB0"	"Q86WB0-3"	"protein_coding"
"9892"	"KLHDC10"	"Q6PID8"	"Q6PID8-1"	"protein_coding"
"9893"	"TMEM209"	"Q96SK2"	"Q96SK2-1"	"protein_coding"
"9894"	"TMEM209"	"Q96SK2"	"Q96SK2-2"	"protein_coding"
"9895"	"TMEM209"	"Q96SK2"	"Q96SK2-3"	"protein_coding"
"9896"	"FLNC"	"Q14315"	"Q14315-1"	"protein_coding"
"9897"	"FLNC"	"Q14315"	"Q14315-2"	"protein_coding"
"9898"	"L3MBTL3"	"Q96JM7"	"Q96JM7-1"	"protein_coding"
"9899"	"L3MBTL3"	"Q96JM7"	"Q96JM7-2"	"protein_coding"
"9900"	"SESN3"	"P58005"	"P58005-1"	"protein_coding"
"9901"	"SESN3"	"P58005"	"P58005-4"	"protein_coding"
"9902"	"SESN3"	"P58005"	"P58005-3"	"protein_coding"
"9903"	"RAG1"	"P15918"	"P15918-1"	"protein_coding"
"9904"	"RAG1"	"P15918"	"P15918-2"	"protein_coding"
"9905"	"IKBKE"	"Q14164"	"Q14164-1"	"protein_coding"
"9906"	"IKBKE"	"Q14164"	"Q14164-2"	"protein_coding"
"9907"	"EIF2D"	"P41214"	"P41214-2"	"protein_coding"
"9908"	"EIF2D"	"P41214"	"P41214-1"	"protein_coding"
"9909"	"RAD51AP1"	"Q96B01"	"Q96B01-1"	"protein_coding"
"9910"	"RAD51AP1"	"Q96B01"	"Q96B01-2"	"protein_coding"
"9911"	"DBI"	"P07108"	"P07108-1"	"protein_coding"
"9912"	"GNA12"	"Q03113"	"Q03113-1"	"protein_coding"
"9913"	"DBI"	"P07108"	"P07108-4"	"protein_coding"
"9914"	"DBI"	"P07108"	"P07108-2"	"protein_coding"
"9915"	"GNA12"	"Q03113"	"Q03113-2"	"protein_coding"
"9916"	"DBI"	"P07108"	"P07108-5"	"protein_coding"
"9917"	"DBI"	"P07108"	"P07108-3"	"protein_coding"
"9918"	"PC"	"P11498"	"P11498-1"	"protein_coding"
"9919"	"PC"	"P11498"	"P11498-2"	"protein_coding"
"9920"	"AMD1"	"P17707"	"P17707-1"	"protein_coding"
"9921"	"DSP"	"P15924"	"P15924-2"	"protein_coding"
"9922"	"DSP"	"P15924"	"P15924-1"	"protein_coding"
"9923"	"CRYBG3"	"Q68DQ2"	"Q68DQ2-3"	"protein_coding"
"9924"	"FRMD8"	"Q9BZ67"	"Q9BZ67-2"	"protein_coding"
"9925"	"FRMD8"	"Q9BZ67"	"Q9BZ67-1"	"protein_coding"
"9926"	"FRMD8"	"Q9BZ67"	"Q9BZ67-3"	"protein_coding"
"9927"	"PAM"	"P19021"	"P19021-3"	"protein_coding"
"9928"	"PAM"	"P19021"	"P19021-5"	"protein_coding"
"9929"	"PAM"	"P19021"	"P19021-1"	"protein_coding"
"9930"	"PAM"	"P19021"	"P19021-2"	"protein_coding"
"9931"	"PAM"	"P19021"	"P19021-6"	"protein_coding"
"9932"	"PAM"	"P19021"	"P19021-4"	"protein_coding"
"9933"	"ZNF131"	"P52739"	"P52739-1"	"protein_coding"
"9934"	"ZNF131"	"P52739"	"P52739-2"	"protein_coding"
"9935"	"NECAP1"	"Q8NC96"	"Q8NC96-1"	"protein_coding"
"9936"	"NECAP1"	"Q8NC96"	"Q8NC96-2"	"protein_coding"
"9937"	"CHKA"	"P35790"	"P35790-1"	"protein_coding"
"9938"	"MAP7D1"	"Q3KQU3"	"Q3KQU3-2"	"protein_coding"
"9939"	"CHKA"	"P35790"	"P35790-2"	"protein_coding"
"9940"	"MAP7D1"	"Q3KQU3"	"Q3KQU3-4"	"protein_coding"
"9941"	"MAP7D1"	"Q3KQU3"	"Q3KQU3-1"	"protein_coding"
"9942"	"GTPBP8"	"Q8N3Z3"	"Q8N3Z3-1"	"protein_coding"
"9943"	"GTPBP8"	"Q8N3Z3"	"Q8N3Z3-2"	"protein_coding"
"9944"	"GTPBP8"	"Q8N3Z3"	"Q8N3Z3-3"	"protein_coding"
"9945"	"NEPRO"	"Q6NW34"	"Q6NW34-1"	"protein_coding"
"9946"	"NEPRO"	"Q6NW34"	"Q6NW34-2"	"protein_coding"
"9947"	"APLP2"	"Q06481"	"Q06481-1"	"protein_coding"
"9948"	"APLP2"	"Q06481"	"Q06481-4"	"protein_coding"
"9949"	"APLP2"	"Q06481"	"Q06481-3"	"protein_coding"
"9950"	"APLP2"	"Q06481"	"Q06481-5"	"protein_coding"
"9951"	"APLP2"	"Q06481"	"Q06481-6"	"protein_coding"
"9952"	"STK40"	"Q8N2I9"	"Q8N2I9-3"	"protein_coding"
"9953"	"STK40"	"Q8N2I9"	"Q8N2I9-1"	"protein_coding"
"9954"	"STK40"	"Q8N2I9"	"Q8N2I9-4"	"protein_coding"
"9955"	"OSCP1"	"Q8WVF1"	"Q8WVF1-3"	"protein_coding"
"9956"	"OSCP1"	"Q8WVF1"	"Q8WVF1-1"	"protein_coding"
"9957"	"OSCP1"	"Q8WVF1"	"Q8WVF1-4"	"protein_coding"
"9958"	"RPS6KA2"	"Q15349"	"Q15349-1"	"protein_coding"
"9959"	"RPS6KA2"	"Q15349"	"Q15349-3"	"protein_coding"
"9960"	"TMED5"	"Q9Y3A6"	"Q9Y3A6-1"	"protein_coding"
"9961"	"TMED5"	"Q9Y3A6"	"Q9Y3A6-2"	"protein_coding"
"9962"	"PDCD6"	"O75340"	"O75340-1"	"protein_coding"
"9963"	"PDCD6"	"O75340"	"O75340-3"	"protein_coding"
"9964"	"PDCD6"	"O75340"	"O75340-2"	"protein_coding"
"9965"	"CUL3"	"Q13618"	"Q13618-1"	"protein_coding"
"9966"	"CUL3"	"Q13618"	"Q13618-2"	"protein_coding"
"9967"	"CCDC18"	"Q5T9S5"	"Q5T9S5-1"	"protein_coding"
"9968"	"ALKBH8"	"Q96BT7"	"Q96BT7-1"	"protein_coding"
"9969"	"ALKBH8"	"Q96BT7"	"Q96BT7-3"	"protein_coding"
"9970"	"ALKBH8"	"Q96BT7"	"Q96BT7-2"	"protein_coding"
"9971"	"CUL3"	"Q13618"	"Q13618-3"	"protein_coding"
"9972"	"TNK2"	"Q07912"	"Q07912-3"	"protein_coding"
"9973"	"TNK2"	"Q07912"	"Q07912-1"	"protein_coding"
"9974"	"TNK2"	"Q07912"	"Q07912-2"	"protein_coding"
"9975"	"MYT1L"	"Q9UL68"	"Q9UL68-1"	"protein_coding"
"9976"	"MYT1L"	"Q9UL68"	"Q9UL68-4"	"protein_coding"
"9977"	"MYT1L"	"Q9UL68"	"Q9UL68-3"	"protein_coding"
"9978"	"AP2S1"	"P53680"	"P53680-1"	"protein_coding"
"9979"	"AP2S1"	"P53680"	"P53680-2"	"protein_coding"
"9980"	"SLC12A7"	"Q9Y666"	"Q9Y666-1"	"protein_coding"
"9981"	"PTPN7"	"P35236"	"P35236-2"	"protein_coding"
"9982"	"PTPN7"	"P35236"	"P35236-1"	"protein_coding"
"9983"	"RBSN"	"Q9H1K0"	"Q9H1K0-1"	"protein_coding"
"9984"	"TTC14"	"Q96N46"	"Q96N46-1"	"protein_coding"
"9985"	"TTC14"	"Q96N46"	"Q96N46-3"	"protein_coding"
"9986"	"TTC14"	"Q96N46"	"Q96N46-2"	"protein_coding"
"9987"	"STAT2"	"P52630"	"P52630-3"	"protein_coding"
"9988"	"SDHA"	"P31040"	"P31040-2"	"protein_coding"
"9989"	"SDHA"	"P31040"	"P31040-1"	"protein_coding"
"9990"	"STAT2"	"P52630"	"P52630-4"	"protein_coding"
"9991"	"TNFRSF1A"	"P19438"	"P19438-1"	"protein_coding"
"9992"	"TNFRSF1A"	"P19438"	"P19438-5"	"protein_coding"
"9993"	"TNFRSF1A"	"P19438"	"P19438-4"	"protein_coding"
"9994"	"FER"	"P16591"	"P16591-1"	"protein_coding"
"9995"	"FER"	"P16591"	"P16591-3"	"protein_coding"
"9996"	"DDB2"	"Q92466"	"Q92466-1"	"protein_coding"
"9997"	"DDB2"	"Q92466"	"Q92466-5"	"protein_coding"
"9998"	"FLAD1"	"Q8NFF5"	"Q8NFF5-1"	"protein_coding"
"9999"	"FLAD1"	"Q8NFF5"	"Q8NFF5-2"	"protein_coding"
"10000"	"FLAD1"	"Q8NFF5"	"Q8NFF5-3"	"protein_coding"
"10001"	"DDB2"	"Q92466"	"Q92466-2"	"protein_coding"
"10002"	"DDB2"	"Q92466"	"Q92466-4"	"protein_coding"
"10003"	"FLAD1"	"Q8NFF5"	"Q8NFF5-4"	"protein_coding"
"10004"	"DDB2"	"Q92466"	"Q92466-3"	"protein_coding"
"10005"	"ACP2"	"P11117"	"P11117-1"	"protein_coding"
"10006"	"CARM1"	"Q86X55"	"Q86X55-3"	"protein_coding"
"10007"	"CARM1"	"Q86X55"	"Q86X55-1"	"protein_coding"
"10008"	"MCRS1"	"Q96EZ8"	"Q96EZ8-4"	"protein_coding"
"10009"	"MCRS1"	"Q96EZ8"	"Q96EZ8-1"	"protein_coding"
"10010"	"MCRS1"	"Q96EZ8"	"Q96EZ8-2"	"protein_coding"
"10011"	"PRPF40B"	"Q6NWY9"	"Q6NWY9-2"	"protein_coding"
"10012"	"FMNL3"	"Q8IVF7"	"Q8IVF7-3"	"protein_coding"
"10013"	"FMNL3"	"Q8IVF7"	"Q8IVF7-2"	"protein_coding"
"10014"	"OTUD7B"	"Q6GQQ9"	"Q6GQQ9-1"	"protein_coding"
"10015"	"HSD17B12"	"Q53GQ0"	"Q53GQ0-1"	"protein_coding"
"10016"	"HSD17B12"	"Q53GQ0"	"Q53GQ0-2"	"protein_coding"
"10017"	"ITFG2"	"Q969R8"	"Q969R8-2"	"protein_coding"
"10018"	"ITFG2"	"Q969R8"	"Q969R8-1"	"protein_coding"
"10019"	"GOLGB1"	"Q14789"	"Q14789-1"	"protein_coding"
"10020"	"GOLGB1"	"Q14789"	"Q14789-2"	"protein_coding"
"10021"	"TULP3"	"O75386"	"O75386-3"	"protein_coding"
"10022"	"TULP3"	"O75386"	"O75386-1"	"protein_coding"
"10023"	"TULP3"	"O75386"	"O75386-2"	"protein_coding"
"10024"	"BEND5"	"Q7L4P6"	"Q7L4P6-1"	"protein_coding"
"10025"	"ROR1"	"Q01973"	"Q01973-1"	"protein_coding"
"10026"	"ROR1"	"Q01973"	"Q01973-3"	"protein_coding"
"10027"	"MVB12A"	"Q96EY5"	"Q96EY5-1"	"protein_coding"
"10028"	"RALGPS2"	"Q86X27"	"Q86X27-3"	"protein_coding"
"10029"	"RALGPS2"	"Q86X27"	"Q86X27-1"	"protein_coding"
"10030"	"UNG"	"P13051"	"P13051-1"	"protein_coding"
"10031"	"UNG"	"P13051"	"P13051-2"	"protein_coding"
"10032"	"AASDHPPT"	"Q9NRN7"	"Q9NRN7-2"	"protein_coding"
"10033"	"AASDHPPT"	"Q9NRN7"	"Q9NRN7-1"	"protein_coding"
"10034"	"RAF1"	"P04049"	"P04049-1"	"protein_coding"
"10035"	"RAF1"	"P04049"	"P04049-2"	"protein_coding"
"10036"	"ERCC1"	"P07992"	"P07992-1"	"protein_coding"
"10037"	"ERCC1"	"P07992"	"P07992-4"	"protein_coding"
"10038"	"ERCC1"	"P07992"	"P07992-2"	"protein_coding"
"10039"	"ERCC1"	"P07992"	"P07992-3"	"protein_coding"
"10040"	"ITPKB"	"P27987"	"P27987-1"	"protein_coding"
"10041"	"ITPKB"	"P27987"	"P27987-2"	"protein_coding"
"10042"	"CD74"	"P04233"	"P04233-1"	"protein_coding"
"10043"	"CD74"	"P04233"	"P04233-3"	"protein_coding"
"10044"	"CD74"	"P04233"	"P04233-2"	"protein_coding"
"10045"	"CEP85"	"Q6P2H3"	"Q6P2H3-4"	"protein_coding"
"10046"	"CEP85"	"Q6P2H3"	"Q6P2H3-2"	"protein_coding"
"10047"	"CEP85"	"Q6P2H3"	"Q6P2H3-1"	"protein_coding"
"10048"	"OS9"	"Q13438"	"Q13438-4"	"protein_coding"
"10049"	"OS9"	"Q13438"	"Q13438-2"	"protein_coding"
"10050"	"OS9"	"Q13438"	"Q13438-7"	"protein_coding"
"10051"	"OS9"	"Q13438"	"Q13438-3"	"protein_coding"
"10052"	"OS9"	"Q13438"	"Q13438-1"	"protein_coding"
"10053"	"OS9"	"Q13438"	"Q13438-8"	"protein_coding"
"10054"	"OS9"	"Q13438"	"Q13438-5"	"protein_coding"
"10055"	"ZNF148"	"Q9UQR1"	"Q9UQR1-1"	"protein_coding"
"10056"	"OS9"	"Q13438"	"Q13438-6"	"protein_coding"
"10057"	"DHX40"	"Q8IX18"	"Q8IX18-1"	"protein_coding"
"10058"	"DHX40"	"Q8IX18"	"Q8IX18-4"	"protein_coding"
"10059"	"CSTF3"	"Q12996"	"Q12996-1"	"protein_coding"
"10060"	"CSTF3"	"Q12996"	"Q12996-2"	"protein_coding"
"10061"	"CSTF3"	"Q12996"	"Q12996-3"	"protein_coding"
"10062"	"DUSP3"	"P51452"	"P51452-1"	"protein_coding"
"10063"	"LMO2"	"P25791"	"P25791-4"	"protein_coding"
"10064"	"LMO2"	"P25791"	"P25791-1"	"protein_coding"
"10065"	"LMO2"	"P25791"	"P25791-3"	"protein_coding"
"10066"	"ARL6"	"Q9H0F7"	"Q9H0F7-1"	"protein_coding"
"10067"	"ARL6"	"Q9H0F7"	"Q9H0F7-2"	"protein_coding"
"10068"	"SRSF10"	"O75494"	"O75494-1"	"protein_coding"
"10069"	"SRSF10"	"O75494"	"O75494-3"	"protein_coding"
"10070"	"SRSF10"	"O75494"	"O75494-6"	"protein_coding"
"10071"	"SRSF10"	"O75494"	"O75494-5"	"protein_coding"
"10072"	"SRSF10"	"O75494"	"O75494-4"	"protein_coding"
"10073"	"SRSF10"	"O75494"	"O75494-2"	"protein_coding"
"10074"	"CLIP4"	"Q8N3C7"	"Q8N3C7-3"	"protein_coding"
"10075"	"CLIP4"	"Q8N3C7"	"Q8N3C7-1"	"protein_coding"
"10076"	"HMMR"	"O75330"	"O75330-2"	"protein_coding"
"10077"	"HMMR"	"O75330"	"O75330-3"	"protein_coding"
"10078"	"HMMR"	"O75330"	"O75330-4"	"protein_coding"
"10079"	"HMMR"	"O75330"	"O75330-1"	"protein_coding"
"10080"	"SCAMP1"	"O15126"	"O15126-2"	"protein_coding"
"10081"	"SCAMP1"	"O15126"	"O15126-1"	"protein_coding"
